date,sales,customer_segment,purchase_amount,feature1,feature2,feature3,target
2023-09-22,558,Segment A,199.15,64,431,0.876,180.41
2023-09-23,744,Segment A,195.17,94,337,0.23,534.24
2023-09-24,700,Segment A,47.77,24,391,0.365,600.61
2023-09-25,841,Segment B,215.02,6,246,0.652,572.52
2023-09-26,708,Segment B,200.11,74,456,0.905,366.06
2023-09-27,324,Segment B,333.96,31,276,0.987,735.2
2023-09-28,201,Segment A,241.79,56,124,0.994,343.44
2023-09-29,629,Segment B,38.01,71,91,0.394,181.09
2023-09-30,536,Segment B,127.09,23,223,0.408,870.2
2023-10-01,105,Segment A,209.45,85,453,0.886,901.92
2023-10-02,261,Segment A,78.77,87,151,0.939,544.49
2023-10-03,521,Segment A,349.94,24,166,0.103,916.5
2023-10-04,126,Segment B,310.36,30,389,0.643,503.29
2023-10-05,978,Segment A,489.05,12,434,0.851,579.0
2023-10-06,223,Segment A,55.62,9,294,0.93,282.89
2023-10-07,929,Segment C,196.05,6,228,0.291,268.97
2023-10-08,136,Segment C,466.88,66,357,0.744,200.91
2023-10-09,445,Segment A,25.51,49,134,0.899,328.11
2023-10-10,202,Segment B,464.95,35,426,0.558,611.65
2023-10-11,745,Segment C,71.21,50,475,0.602,873.45
2023-10-12,181,Segment B,100.17,65,206,0.94,126.41
2023-10-13,772,Segment A,386.35,5,238,0.121,814.22
2023-10-14,430,Segment A,369.39,39,127,0.217,770.26
2023-10-15,243,Segment C,394.3,76,272,0.785,136.81
2023-10-16,498,Segment B,52.8,1,217,0.943,481.55
2023-10-17,353,Segment C,340.14,50,383,0.964,348.66
2023-10-18,498,Segment C,151.96,24,330,0.872,647.47
2023-10-19,577,Segment B,458.05,38,297,0.401,514.96
2023-10-20,708,Segment B,93.14,44,117,0.737,543.65
2023-10-21,265,Segment A,31.63,97,269,0.115,544.87
2023-10-22,377,Segment C,146.4,62,411,0.712,454.06
2023-10-23,170,Segment B,453.22,92,378,0.163,982.21
2023-10-24,120,Segment A,331.21,67,489,0.786,374.6
2023-10-25,787,Segment A,244.2,17,182,0.966,258.0
2023-10-26,709,Segment C,478.71,20,128,0.621,993.64
2023-10-27,319,Segment B,121.86,94,116,0.206,179.28
2023-10-28,907,Segment B,240.3,5,173,0.554,101.03
2023-10-29,462,Segment C,246.02,86,200,0.963,881.5
2023-10-30,405,Segment A,165.66,30,293,0.71,488.25
2023-10-31,824,Segment C,329.72,10,235,0.793,247.93
2023-11-01,584,Segment C,379.82,3,383,0.475,286.49
2023-11-02,510,Segment B,445.18,66,425,0.259,532.38
2023-11-03,108,Segment C,203.72,78,407,0.318,575.18
2023-11-04,549,Segment A,176.17,70,385,0.167,276.1
2023-11-05,927,Segment B,354.91,38,363,0.248,905.43
2023-11-06,386,Segment C,463.05,20,377,0.81,986.39
2023-11-07,712,Segment C,455.64,1,189,0.276,777.6
2023-11-08,647,Segment B,230.47,9,98,0.214,243.15
2023-11-09,699,Segment B,151.46,90,434,0.305,838.27
2023-11-10,171,Segment B,425.43,92,481,0.474,507.03
2023-11-11,950,Segment A,242.36,29,113,0.138,698.11
2023-11-12,761,Segment B,254.24,36,138,0.675,461.57
2023-11-13,639,Segment A,333.33,19,398,0.207,818.29
2023-11-14,509,Segment A,85.75,61,367,0.137,168.58
2023-11-15,194,Segment C,310.8,98,466,0.396,224.57
2023-11-16,564,Segment B,430.07,90,82,0.193,700.51
2023-11-17,151,Segment B,140.92,51,471,0.732,132.83
2023-11-18,232,Segment B,152.53,53,176,0.633,361.66
2023-11-19,982,Segment B,128.9,91,373,0.654,903.11
2023-11-20,358,Segment B,179.95,79,107,0.555,361.44
2023-11-21,785,Segment C,79.07,7,350,0.195,418.61
2023-11-22,381,Segment C,241.29,69,458,0.357,899.33
2023-11-23,145,Segment B,310.45,49,207,0.258,318.99
2023-11-24,593,Segment B,67.98,92,285,0.481,762.94
2023-11-25,275,Segment A,127.09,31,362,0.375,636.98
2023-11-26,882,Segment A,282.15,93,362,0.783,109.55
2023-11-27,799,Segment B,476.02,97,64,0.175,752.41
2023-11-28,413,Segment A,34.97,84,161,0.369,365.83
2023-11-29,587,Segment C,239.64,19,68,0.972,342.97
2023-11-30,346,Segment C,49.33,28,235,0.683,491.56
2023-12-01,387,Segment C,405.96,39,370,0.253,872.34
2023-12-02,925,Segment B,265.28,29,481,0.519,547.67
2023-12-03,665,Segment A,320.96,55,70,0.214,107.27
2023-12-04,264,Segment C,374.07,97,161,0.445,400.74
2023-12-05,505,Segment A,63.91,16,442,0.619,849.08
2023-12-06,627,Segment B,200.02,78,328,0.417,618.11
2023-12-07,402,Segment C,32.92,43,427,0.542,778.52
2023-12-08,825,Segment A,292.22,4,285,0.265,540.02
2023-12-09,282,Segment A,113.23,15,65,0.396,647.76
2023-12-10,555,Segment C,234.51,72,265,0.422,949.53
2023-12-11,321,Segment A,226.28,59,433,0.671,926.17
2023-12-12,516,Segment B,76.16,40,443,0.253,175.19
2023-12-13,642,Segment A,16.15,58,432,0.359,740.63
2023-12-14,135,Segment A,67.88,30,322,0.974,105.61
2023-12-15,463,Segment A,162.44,77,343,0.352,344.44
2023-12-16,596,Segment B,71.52,94,322,0.745,915.44
2023-12-17,394,Segment A,428.19,80,464,0.109,222.18
2023-12-18,399,Segment C,163.95,61,131,0.305,132.24
2023-12-19,197,Segment B,205.44,79,327,0.417,129.68
2023-12-20,647,Segment B,117.49,5,207,0.489,980.0
2023-12-21,684,Segment B,301.18,27,70,0.937,343.21
2023-12-22,691,Segment A,189.94,54,381,0.266,738.47
2023-12-23,227,Segment C,426.59,41,102,0.345,762.93
2023-12-24,981,Segment A,424.72,41,289,0.674,303.59
2023-12-25,841,Segment B,443.09,52,321,0.842,624.14
2023-12-26,643,Segment B,80.49,26,215,0.746,239.66
2023-12-27,510,Segment A,238.39,84,124,0.16,575.49
2023-12-28,963,Segment C,64.51,49,378,0.408,134.22
2023-12-29,515,Segment C,180.64,9,340,0.399,679.7
2023-12-30,964,Segment A,37.91,53,80,0.376,128.92
2023-12-31,987,Segment A,352.39,33,179,0.177,140.94
2023-01-01,560,Segment A,341.9,71,133,0.849,940.69
2023-01-02,510,Segment B,35.1,61,94,0.13,968.21
2023-01-03,103,Segment A,100.8,40,341,0.303,304.24
2023-01-04,648,Segment C,55.5,62,68,0.639,818.44
2023-01-05,242,Segment A,319.29,71,168,0.245,341.1
2023-01-06,146,Segment B,493.69,34,136,0.158,832.89
2023-01-07,415,Segment B,475.7,51,281,0.276,685.0
2023-01-08,414,Segment C,46.39,39,149,0.83,316.29
2023-01-09,690,Segment C,416.98,3,407,0.763,443.44
2023-01-10,437,Segment C,475.1,8,125,0.214,695.39
2023-01-11,160,Segment C,412.78,56,204,0.577,710.2
2023-01-12,646,Segment B,255.43,98,97,0.604,427.57
2023-01-13,329,Segment C,262.41,72,238,0.26,642.67
2023-01-14,230,Segment C,338.96,99,443,0.573,675.95
2023-01-15,882,Segment A,181.1,85,404,0.58,323.14
2023-01-16,252,Segment A,457.16,45,179,0.126,519.51
2023-01-17,699,Segment A,366.51,91,171,0.44,436.23
2023-01-18,494,Segment B,176.28,3,412,0.923,487.26
2023-01-19,478,Segment A,441.17,21,490,0.261,498.55
2023-01-20,212,Segment B,285.14,61,397,0.681,350.02
2023-01-21,681,Segment A,43.08,4,419,0.617,583.54
2023-01-22,897,Segment A,239.96,67,226,0.663,707.3
2023-01-23,451,Segment A,131.29,49,412,0.77,271.14
2023-01-24,530,Segment B,149.49,15,119,0.625,497.85
2023-01-25,168,Segment B,22.56,48,134,0.71,554.92
2023-01-26,778,Segment B,61.96,75,134,0.721,841.44
2023-01-27,768,Segment A,134.5,12,329,0.748,264.52
2023-01-28,438,Segment A,68.44,87,172,0.445,263.59
2023-01-29,868,Segment C,269.88,11,163,0.985,227.7
2023-01-30,335,Segment C,73.29,94,461,0.946,417.04
2023-01-31,781,Segment A,143.38,12,286,0.35,158.51
2023-02-01,121,Segment B,33.05,26,220,0.75,546.87
2023-02-02,178,Segment C,141.93,51,127,0.54,946.62
2023-02-03,374,Segment A,456.87,55,394,0.147,619.0
2023-02-04,347,Segment C,260.38,24,154,0.452,209.24
2023-02-05,779,Segment A,337.4,33,62,0.266,542.59
2023-02-06,408,Segment B,257.82,8,422,0.949,971.97
2023-02-07,921,Segment B,148.3,77,248,0.616,214.8
2023-02-08,676,Segment C,460.94,39,101,0.529,409.63
2023-02-09,494,Segment A,163.49,1,418,0.5,718.34
2023-02-10,533,Segment A,497.96,31,343,0.167,746.24
2023-02-11,864,Segment C,436.42,25,198,0.365,948.21
2023-02-12,440,Segment A,263.29,59,372,0.694,817.0
2023-02-13,659,Segment A,362.33,80,330,0.921,897.54
2023-02-14,192,Segment A,320.8,17,312,0.59,566.12
2023-02-15,830,Segment A,238.56,15,188,0.442,981.7
2023-02-16,626,Segment C,325.25,32,152,0.292,294.5
2023-02-17,404,Segment A,430.7,30,80,0.671,816.97
2023-02-18,400,Segment B,400.72,76,371,0.497,168.24
2023-02-19,372,Segment A,472.49,87,301,0.63,881.53
2023-02-20,385,Segment A,234.62,86,323,0.98,204.78
2023-02-21,567,Segment C,329.91,7,271,0.699,250.06
2023-02-22,967,Segment B,213.88,64,286,0.139,231.67
2023-02-23,772,Segment C,484.16,32,160,0.24,910.49
2023-02-24,139,Segment C,423.2,95,113,0.757,571.66
2023-02-25,781,Segment A,72.7,2,62,0.697,375.15
2023-02-26,338,Segment B,138.01,27,54,0.496,856.23
2023-02-27,876,Segment B,49.75,43,480,0.802,488.66
2023-02-28,910,Segment B,279.73,80,406,0.809,730.46
2023-03-01,988,Segment B,245.25,73,105,0.873,254.51
2023-03-02,467,Segment A,360.16,93,267,0.635,721.14
2023-03-03,750,Segment A,36.64,46,347,0.62,578.64
2023-03-04,909,Segment B,128.97,27,79,0.876,689.26
2023-03-05,527,Segment B,292.02,21,89,0.141,176.18
2023-03-06,642,Segment C,405.88,42,68,0.8,115.54
2023-03-07,550,Segment A,263.17,55,334,0.202,133.56
2023-03-08,804,Segment A,262.79,19,485,0.726,914.53
2023-03-09,570,Segment A,113.72,29,219,0.845,704.59
2023-03-10,875,Segment A,172.56,56,148,0.627,139.78
2023-03-11,131,Segment B,383.77,51,96,0.565,478.0
2023-03-12,317,Segment A,282.89,5,493,0.694,120.35
2023-03-13,406,Segment B,30.22,6,149,0.671,617.78
2023-03-14,226,Segment A,248.76,72,375,0.162,381.62
2023-03-15,993,Segment A,495.47,18,300,0.204,998.65
2023-03-16,352,Segment B,255.09,32,117,0.402,766.54
2023-03-17,228,Segment C,132.7,25,166,0.699,927.8
2023-03-18,573,Segment B,488.03,89,359,0.126,400.38
2023-03-19,466,Segment A,400.91,13,491,0.66,660.77
2023-03-20,165,Segment B,18.97,89,104,0.77,301.86
2023-03-21,121,Segment A,162.94,59,203,0.113,872.49
2023-03-22,914,Segment C,239.21,42,190,0.438,609.83
2023-03-23,730,Segment B,303.99,1,180,0.509,181.66
2023-03-24,467,Segment C,316.4,99,259,0.368,854.26
2023-03-25,851,Segment C,224.35,16,367,0.246,171.69
2023-03-26,172,Segment B,433.85,63,290,0.205,588.98
2023-03-27,947,Segment A,368.63,23,67,0.486,218.26
2023-03-28,769,Segment A,255.82,26,369,0.759,386.17
2023-03-29,473,Segment B,415.41,5,462,0.393,675.11
2023-03-30,581,Segment C,202.75,61,173,0.703,160.59
2023-03-31,251,Segment B,162.76,97,166,0.184,595.25
2023-04-01,990,Segment B,491.21,15,140,0.727,350.39
2023-04-02,865,Segment B,298.19,23,498,0.311,105.06
2023-04-03,113,Segment C,74.94,39,392,0.532,187.06
2023-04-04,569,Segment B,311.25,67,281,0.588,102.98
2023-04-05,813,Segment C,159.33,75,485,0.853,562.01
2023-04-06,721,Segment A,126.99,61,325,0.309,912.1
2023-04-07,318,Segment A,458.86,13,297,0.259,812.56
2023-04-08,395,Segment C,65.28,90,345,0.318,225.74
2023-04-09,273,Segment A,139.78,73,319,0.252,140.25
2023-04-10,577,Segment C,406.76,12,306,0.984,133.73
2023-04-11,941,Segment C,103.62,94,193,0.434,284.59
2023-04-12,697,Segment B,422.1,56,231,0.459,441.43
2023-04-13,982,Segment B,248.18,79,472,0.136,289.88
2023-04-14,852,Segment C,17.34,76,282,0.937,864.91
2023-04-15,961,Segment A,368.36,76,275,0.51,393.52
2023-04-16,119,Segment A,163.59,15,72,0.306,686.83
2023-04-17,804,Segment A,341.33,70,408,0.49,500.9
2023-04-18,969,Segment A,291.3,27,460,0.956,309.57
2023-04-19,473,Segment A,375.69,49,358,0.965,583.68
2023-04-20,287,Segment A,471.77,96,481,0.889,192.8
2023-04-21,879,Segment C,364.51,70,467,0.346,813.87
2023-04-22,893,Segment A,219.99,62,470,0.202,201.73
2023-04-23,749,Segment A,401.13,70,350,0.493,785.78
2023-04-24,826,Segment C,108.42,89,305,0.796,775.03
2023-04-25,800,Segment B,108.85,21,280,0.895,980.3
2023-04-26,996,Segment B,143.56,86,319,0.671,808.73
2023-04-27,560,Segment A,250.59,98,493,0.325,592.68
2023-04-28,162,Segment B,231.94,20,265,0.703,232.13
2023-04-29,421,Segment A,175.37,2,96,0.569,444.33
2023-04-30,440,Segment A,197.36,39,446,0.67,622.92
2023-05-01,861,Segment B,451.06,45,128,0.888,401.59
2023-05-02,428,Segment C,242.48,26,352,0.973,768.14
2023-05-03,328,Segment B,440.61,69,380,0.991,941.61
2023-05-04,553,Segment B,409.74,88,289,0.297,834.74
2023-05-05,285,Segment B,376.33,23,449,0.461,935.81
2023-05-06,753,Segment A,60.47,72,50,0.573,487.25
2023-05-07,494,Segment C,205.94,33,338,0.729,825.32
2023-05-08,484,Segment B,134.9,56,467,0.853,861.88
2023-05-09,915,Segment B,380.96,72,227,0.706,120.34
2023-05-10,369,Segment A,46.48,53,239,0.688,453.34
2023-05-11,981,Segment C,134.43,86,407,0.45,317.64
2023-05-12,658,Segment B,148.11,40,355,0.941,257.95
2023-05-13,463,Segment A,386.13,11,480,0.408,700.02
2023-05-14,215,Segment A,298.37,83,107,0.448,592.83
2023-05-15,779,Segment A,378.85,85,401,0.139,207.01
2023-05-16,255,Segment B,99.2,87,196,0.464,104.0
2023-05-17,420,Segment B,391.12,97,266,0.227,219.65
2023-05-18,795,Segment B,102.54,15,83,0.975,819.74
2023-05-19,135,Segment C,492.64,7,288,0.997,600.65
2023-05-20,254,Segment B,185.93,80,334,0.473,581.94
2023-05-21,715,Segment B,108.31,67,448,0.21,787.7
2023-05-22,943,Segment C,481.11,54,241,0.148,981.89
2023-05-23,370,Segment B,51.01,48,419,0.234,629.39
2023-05-24,224,Segment C,10.93,77,272,0.609,714.69
2023-05-25,887,Segment C,408.29,41,265,0.402,610.74
2023-05-26,560,Segment C,101.85,38,100,0.16,771.85
2023-05-27,758,Segment C,386.59,28,483,0.286,692.14
2023-05-28,655,Segment B,458.15,33,409,0.202,279.44
2023-05-29,221,Segment C,209.96,97,407,0.236,504.71
2023-05-30,416,Segment A,470.35,76,82,0.22,762.77
2023-05-31,510,Segment B,496.7,29,113,0.506,149.82
2023-06-01,532,Segment C,412.38,87,108,0.158,516.33
2023-06-02,190,Segment B,42.43,13,96,0.602,592.64
2023-06-03,896,Segment B,163.76,73,151,0.751,237.05
2023-06-04,733,Segment B,448.52,89,56,0.233,212.49
2023-06-05,977,Segment A,64.7,40,257,0.18,281.38
2023-06-06,139,Segment A,370.64,63,152,0.999,821.72
2023-06-07,696,Segment C,489.81,1,315,0.767,752.64
2023-06-08,998,Segment A,287.01,94,69,0.904,103.67
2023-06-09,881,Segment A,477.05,48,223,0.237,913.08
2023-06-10,793,Segment A,370.87,72,323,0.403,832.92
2023-06-11,482,Segment A,306.68,49,487,0.276,106.54
2023-06-12,715,Segment A,214.25,94,399,0.217,677.89
2023-06-13,973,Segment C,397.93,94,175,0.638,867.65
2023-06-14,634,Segment A,25.12,78,240,0.882,443.5
2023-06-15,645,Segment C,291.93,25,325,0.186,322.64
2023-06-16,723,Segment C,181.45,46,97,0.853,963.96
2023-06-17,551,Segment B,179.49,85,241,0.176,807.96
2023-06-18,989,Segment A,217.71,89,206,0.937,731.19
2023-06-19,390,Segment A,53.27,68,195,0.943,392.35
2023-06-20,213,Segment B,368.17,28,241,0.965,659.94
2023-06-21,386,Segment C,90.76,41,115,0.404,834.52
2023-06-22,321,Segment B,144.75,58,490,0.37,629.62
2023-06-23,205,Segment B,189.95,44,434,0.145,939.44
2023-06-24,981,Segment B,490.45,34,377,0.845,696.97
2023-06-25,412,Segment B,183.08,21,250,0.365,324.45
2023-06-26,383,Segment B,371.95,69,221,0.585,625.17
2023-06-27,166,Segment A,351.13,46,55,0.528,326.7
2023-06-28,679,Segment C,259.26,56,475,0.945,750.78
2023-06-29,460,Segment A,478.59,27,394,0.498,451.62
2023-06-30,926,Segment A,407.14,70,265,0.168,129.99
2023-07-01,639,Segment A,307.03,3,453,0.844,899.72
2023-07-02,686,Segment B,317.42,93,108,0.31,383.79
2023-07-03,977,Segment C,132.78,41,213,0.436,834.08
2023-07-04,750,Segment A,307.3,47,259,0.822,443.07
2023-07-05,241,Segment A,104.97,72,95,0.905,649.62
2023-07-06,590,Segment B,83.44,99,198,0.425,642.23
2023-07-07,929,Segment A,223.63,84,402,0.935,454.69
2023-07-08,611,Segment A,252.98,80,163,0.683,795.1
2023-07-09,816,Segment A,98.48,7,379,0.139,833.36
2023-07-10,729,Segment A,315.13,67,50,0.656,158.83
2023-07-11,212,Segment A,122.98,68,438,0.808,487.83
2023-07-12,917,Segment A,70.85,46,57,0.473,500.54
2023-07-13,611,Segment A,466.9,62,426,0.636,118.44
2023-07-14,606,Segment B,409.59,67,92,0.912,774.07
2023-07-15,406,Segment A,67.05,68,419,0.332,434.94
2023-07-16,778,Segment C,174.31,41,360,0.498,642.36
2023-07-17,985,Segment A,448.13,55,200,0.77,414.96
2023-07-18,511,Segment B,228.72,49,399,0.784,777.08
2023-07-19,947,Segment A,336.35,92,425,0.106,767.22
2023-07-20,262,Segment A,412.46,3,206,0.459,205.07
2023-07-21,836,Segment A,450.94,63,188,0.174,276.33
2023-07-22,131,Segment B,34.05,53,401,0.765,902.44
2023-07-23,253,Segment B,160.21,12,407,0.468,296.33
2023-07-24,108,Segment A,306.59,70,474,0.262,835.57
2023-07-25,705,Segment B,126.85,85,419,0.756,645.89
2023-07-26,691,Segment C,478.46,48,318,0.433,232.05
2023-07-27,874,Segment C,84.33,58,111,0.897,365.99
2023-07-28,589,Segment C,363.03,34,331,0.625,579.13
2023-07-29,447,Segment C,393.12,7,219,0.331,393.09
2023-07-30,487,Segment A,104.08,70,119,0.687,409.19
2023-07-31,173,Segment B,13.1,87,114,0.567,640.96
2023-08-01,363,Segment A,490.87,90,231,0.136,519.62
2023-08-02,262,Segment C,334.13,73,153,0.563,226.22
2023-08-03,906,Segment B,400.09,75,151,0.759,844.18
2023-08-04,331,Segment A,375.92,16,85,0.343,444.98
2023-08-05,268,Segment C,27.0,14,289,0.74,992.25
2023-08-06,956,Segment B,216.0,70,280,0.587,403.7
2023-08-07,426,Segment C,112.61,62,441,0.887,717.99
2023-08-08,689,Segment A,389.37,5,345,0.743,125.47
2023-08-09,644,Segment C,76.3,16,303,0.924,158.36
2023-08-10,643,Segment C,484.64,52,241,0.232,401.41
2023-08-11,836,Segment C,172.21,7,134,0.402,274.41
2023-08-12,963,Segment A,111.54,90,96,0.402,389.85
2023-08-13,202,Segment A,445.84,23,482,0.148,727.97
2023-08-14,206,Segment A,449.14,67,352,0.61,687.57
2023-08-15,139,Segment B,87.71,41,391,0.624,702.11
2023-08-16,456,Segment C,181.55,92,69,0.606,333.03
2023-08-17,336,Segment B,175.55,21,431,0.507,198.53
2023-08-18,216,Segment B,143.59,73,82,0.339,966.71
2023-08-19,612,Segment B,332.33,67,458,0.958,667.78
2023-08-20,962,Segment C,238.41,6,261,0.524,496.19
2023-08-21,254,Segment C,72.88,58,384,0.373,205.07
2023-08-22,139,Segment A,193.23,31,195,0.515,183.11
2023-08-23,924,Segment C,171.8,7,94,0.756,719.85
2023-08-24,149,Segment B,292.04,60,392,0.442,721.78
2023-08-25,740,Segment B,356.92,31,243,0.461,280.06
2023-08-26,525,Segment A,428.22,25,183,0.151,381.6
2023-08-27,158,Segment B,180.06,35,383,0.698,873.74
2023-08-28,348,Segment A,77.72,88,248,0.962,424.54
2023-08-29,386,Segment A,236.14,84,86,0.415,584.31
2023-08-30,949,Segment B,244.38,88,153,0.779,364.31
2023-08-31,441,Segment B,186.82,36,433,0.276,278.77
2023-09-01,398,Segment B,464.8,12,468,0.118,409.25
2023-09-02,591,Segment A,314.65,98,444,0.336,674.05
2023-09-03,768,Segment A,301.15,70,104,0.998,911.41
2023-09-04,192,Segment B,390.8,68,435,0.128,486.54
2023-09-05,209,Segment B,79.43,58,360,0.186,211.66
2023-09-06,914,Segment B,417.63,19,444,0.272,937.71
2023-09-07,336,Segment A,259.86,87,296,0.619,682.86
2023-09-08,399,Segment C,319.86,16,305,0.193,870.11
2023-09-09,514,Segment B,166.95,52,405,0.423,261.95
2023-09-10,623,Segment B,197.51,94,422,0.571,709.02
2023-09-11,162,Segment A,295.85,87,286,0.212,299.87
2023-09-12,717,Segment A,139.64,52,220,0.439,543.22
2023-09-13,126,Segment B,375.95,80,377,0.672,157.33
2023-09-14,839,Segment B,355.12,77,321,0.536,225.09
2023-09-15,759,Segment B,464.86,78,375,0.809,891.28
2023-09-16,262,Segment B,232.75,36,493,0.912,509.63
2023-09-17,501,Segment A,304.08,78,471,0.52,362.92
2023-09-18,916,Segment A,487.9,93,200,0.194,163.22
2023-09-19,586,Segment C,354.45,87,171,0.414,373.36
2023-09-20,986,Segment B,78.22,41,207,0.837,459.78
2023-09-21,341,Segment A,415.12,1,350,0.708,731.27
2023-09-22,647,Segment C,199.77,71,360,0.187,742.06
2023-09-23,820,Segment B,14.16,15,167,0.415,781.39
2023-09-24,305,Segment B,433.35,65,126,0.907,226.98
2023-09-25,384,Segment A,420.74,80,189,0.598,941.73
2023-09-26,413,Segment B,222.99,8,363,0.428,861.05
2023-09-27,996,Segment B,483.4,90,484,0.596,560.05
2023-09-28,224,Segment A,168.58,14,412,0.36,311.8
2023-09-29,590,Segment C,193.34,27,430,0.381,223.09
2023-09-30,153,Segment B,73.92,50,273,0.696,677.26
2023-10-01,898,Segment C,155.15,80,378,0.645,733.07
2023-10-02,610,Segment A,374.6,17,160,0.776,190.73
2023-10-03,124,Segment A,490.82,54,317,0.493,853.42
2023-10-04,328,Segment B,119.12,14,176,0.17,947.4
2023-10-05,446,Segment C,195.02,54,491,0.96,229.51
2023-10-06,719,Segment B,188.16,27,54,0.818,774.16
2023-10-07,324,Segment A,250.13,77,248,0.658,486.22
2023-10-08,504,Segment A,75.13,43,108,0.512,324.43
2023-10-09,636,Segment C,414.2,66,486,0.231,275.35
2023-10-10,844,Segment A,36.13,54,458,0.164,124.59
2023-10-11,658,Segment B,426.13,19,297,0.155,558.96
2023-10-12,196,Segment A,288.21,67,493,0.177,277.19
2023-10-13,704,Segment B,185.02,52,448,0.515,143.32
2023-10-14,138,Segment B,297.26,91,99,0.677,705.87
2023-10-15,108,Segment B,263.7,98,151,0.784,901.4
2023-10-16,898,Segment C,425.35,44,494,0.733,781.07
2023-10-17,476,Segment C,81.76,2,324,0.529,893.5
2023-10-18,892,Segment C,258.78,36,89,0.479,495.47
2023-10-19,230,Segment B,176.76,46,491,0.74,133.23
2023-10-20,119,Segment C,155.77,75,493,0.535,672.66
2023-10-21,901,Segment A,350.59,78,456,0.358,179.12
2023-10-22,880,Segment C,459.18,76,278,0.219,819.69
2023-10-23,160,Segment C,496.59,7,189,0.541,633.04
2023-10-24,845,Segment B,342.92,53,109,0.289,268.26
2023-10-25,850,Segment A,368.75,11,237,0.832,608.2
2023-10-26,890,Segment A,43.45,65,311,0.709,330.43
2023-10-27,953,Segment B,451.17,63,266,0.874,982.56
2023-10-28,110,Segment C,445.72,89,322,0.733,838.4
2023-10-29,198,Segment C,99.5,31,408,0.187,289.46
2023-10-30,485,Segment C,85.58,41,497,0.234,541.77
2023-10-31,433,Segment B,48.32,41,59,0.664,650.48
2023-11-01,277,Segment B,362.75,4,401,0.359,729.58
2023-11-02,235,Segment A,26.4,84,167,0.257,264.02
2023-11-03,143,Segment C,139.48,52,175,0.543,438.99
2023-11-04,359,Segment A,254.08,62,460,0.272,776.55
2023-11-05,973,Segment A,298.49,39,432,0.401,116.05
2023-11-06,226,Segment A,262.82,63,128,0.822,876.73
2023-11-07,530,Segment B,416.14,18,461,0.29,867.39
2023-11-08,247,Segment A,232.85,6,425,0.821,594.62
2023-11-09,762,Segment A,375.95,63,196,0.898,728.16
2023-11-10,110,Segment B,82.16,65,250,0.986,442.61
2023-11-11,885,Segment B,201.29,13,363,0.518,103.26
2023-11-12,403,Segment A,262.77,4,185,0.271,395.54
2023-11-13,444,Segment B,469.8,19,139,0.332,370.46
2023-11-14,177,Segment C,423.16,4,328,0.791,833.04
2023-11-15,901,Segment B,88.41,5,343,0.305,913.19
2023-11-16,461,Segment B,129.82,19,387,0.166,168.35
2023-11-17,382,Segment B,396.21,79,374,0.797,211.3
2023-11-18,355,Segment A,112.95,13,257,0.952,946.43
2023-11-19,422,Segment B,42.42,70,430,0.518,881.86
2023-11-20,453,Segment B,210.3,11,458,0.187,543.5
2023-11-21,895,Segment A,336.43,94,432,0.603,497.97
2023-11-22,216,Segment B,325.29,27,72,0.934,331.81
2023-11-23,344,Segment A,66.81,28,80,0.452,221.56
2023-11-24,947,Segment A,93.28,38,207,0.764,682.73
2023-11-25,853,Segment B,252.76,20,430,0.38,130.46
2023-11-26,116,Segment C,237.72,7,204,0.166,621.5
2023-11-27,881,Segment B,11.2,83,261,0.5,886.88
2023-11-28,497,Segment C,82.88,77,88,0.714,770.64
2023-11-29,739,Segment A,143.37,32,237,0.751,325.26
2023-11-30,751,Segment C,125.19,16,481,0.394,124.33
2023-12-01,483,Segment A,300.73,60,330,0.694,661.83
2023-12-02,677,Segment A,55.11,23,392,0.541,363.51
2023-12-03,467,Segment A,225.52,92,487,0.698,544.86
2023-12-04,808,Segment B,331.25,5,177,0.724,647.07
2023-12-05,587,Segment B,486.91,75,284,0.714,920.28
2023-12-06,740,Segment C,254.07,45,445,0.111,779.75
2023-12-07,562,Segment A,248.06,71,269,0.89,666.41
2023-12-08,418,Segment B,328.5,6,465,0.402,833.66
2023-12-09,650,Segment C,334.73,13,455,0.516,307.34
2023-12-10,543,Segment A,29.86,49,141,0.277,274.52
2023-12-11,562,Segment B,178.54,24,129,0.911,162.53
2023-12-12,947,Segment C,448.97,9,204,0.872,925.81
2023-12-13,563,Segment B,143.29,38,428,0.372,192.25
2023-12-14,950,Segment B,33.61,26,294,0.747,512.86
2023-12-15,157,Segment A,327.42,50,168,0.698,938.4
2023-12-16,277,Segment C,71.09,61,164,0.392,399.1
2023-12-17,403,Segment B,142.29,64,281,0.539,353.03
2023-12-18,594,Segment A,39.06,80,99,0.158,585.08
2023-12-19,161,Segment A,376.05,78,184,0.768,970.32
2023-12-20,511,Segment B,148.99,47,299,0.571,710.78
2023-12-21,666,Segment B,47.85,79,479,0.871,570.99
2023-12-22,138,Segment A,348.12,12,115,0.892,736.35
2023-12-23,138,Segment B,479.73,11,115,0.52,102.28
2023-12-24,996,Segment A,412.06,92,430,0.559,303.27
2023-12-25,863,Segment C,11.88,87,399,0.619,471.44
2023-12-26,474,Segment A,371.9,61,253,0.511,691.6
2023-12-27,307,Segment B,372.68,75,455,0.778,691.65
2023-12-28,541,Segment C,124.88,49,276,0.977,296.08
2023-12-29,893,Segment C,367.07,98,395,0.947,989.58
2023-12-30,852,Segment C,412.89,17,100,0.258,530.19
